Borda count

Preference Schedule:
Voter 1: Sayan, Jayadev, Vishal, Vishesh, Hardeep, Aditya, Somy, Govind, Sachin, Amrish
Voter 9121: Amrish, Sachin, Vishesh, Jayadev, Hardeep, Aditya, Sayan, Somy, Govind, Vishal
Voter 9122: Amrish, Jayadev, Hardeep, Sachin, Aditya, Govind, Sayan, Vishal, Somy, Vishesh
Voter 9123: Vishal, Vishesh, Aditya, Somy, Amrish, Sayan, Hardeep, Sachin, Govind, Jayadev
Voter 9124: Sayan, Vishal, Vishesh, Sachin, Amrish, Aditya, Jayadev, Govind, Hardeep, Somy
Voter 9125: Jayadev, Sachin, Amrish, Vishesh, Sayan, Somy, Vishal, Hardeep, Aditya, Govind
Voter 9126: Amrish, Sachin, Jayadev, Somy, Aditya, Sayan, Vishesh, Vishal, Hardeep, Govind
Voter 9127: Aditya, Sayan, Amrish, Hardeep, Jayadev, Somy, Vishesh, Sachin, Vishal, Govind
Voter 9128: Govind, Hardeep, Aditya, Vishal, Vishesh, Jayadev, Amrish, Sachin, Sayan, Somy
Voter 9129: Sayan, Aditya, Sachin, Somy, Amrish, Jayadev, Hardeep, Govind, Vishesh, Vishal
Voter 9130: Amrish, Hardeep, Sachin, Govind, Somy, Sayan, Vishal, Jayadev, Aditya, Vishesh
Voter 9131: Jayadev, Vishesh, Aditya, Vishal, Govind, Sayan, Sachin, Somy, Amrish, Hardeep
Voter 9132: Hardeep, Jayadev, Somy, Amrish, Sachin, Vishal, Aditya, Vishesh, Govind, Sayan
Voter 9133: Somy, Sachin, Amrish, Aditya, Vishesh, Hardeep, Govind, Jayadev, Vishal, Sayan
Voter 9134: Sayan, Vishesh, Hardeep, Aditya, Amrish, Govind, Vishal, Jayadev, Somy, Sachin
Voter 9135: Vishal, Jayadev, Govind, Amrish, Vishesh, Aditya, Sayan, Hardeep, Somy, Sachin
Voter 9136: Vishesh, Sayan, Sachin, Somy, Vishal, Hardeep, Govind, Aditya, Amrish, Jayadev
Voter 9137: Vishal, Amrish, Somy, Sayan, Hardeep, Sachin, Jayadev, Aditya, Govind, Vishesh
Voter 9138: Govind, Vishesh, Aditya, Sayan, Vishal, Hardeep, Jayadev, Amrish, Somy, Sachin
Voter 9139: Vishesh, Sachin, Somy, Hardeep, Jayadev, Vishal, Aditya, Govind, Amrish, Sayan
Voter 9140: Vishesh, Sachin, Somy, Vishal, Jayadev, Govind, Sayan, Aditya, Hardeep, Amrish
Voter 9141: Govind, Sayan, Aditya, Sachin, Vishal, Hardeep, Vishesh, Amrish, Somy, Jayadev
Voter 9142: Vishesh, Sachin, Somy, Sayan, Vishal, Amrish, Govind, Aditya, Jayadev, Hardeep
Voter 9143: Amrish, Vishesh, Sayan, Somy, Jayadev, Aditya, Govind, Hardeep, Sachin, Vishal
Voter 9144: Sachin, Govind, Hardeep, Vishesh, Somy, Jayadev, Sayan, Vishal, Amrish, Aditya
Voter 9145: Aditya, Jayadev, Vishal, Govind, Sayan, Amrish, Sachin, Vishesh, Somy, Hardeep
Voter 9146: Amrish, Govind, Aditya, Hardeep, Jayadev, Vishal, Sayan, Sachin, Vishesh, Somy
Voter 9147: Somy, Govind, Vishesh, Jayadev, Aditya, Amrish, Sachin, Hardeep, Sayan, Vishal
Voter 9148: Govind, Vishal, Sayan, Jayadev, Hardeep, Vishesh, Somy, Sachin, Amrish, Aditya
Voter 9149: Amrish, Sachin, Vishesh, Govind, Jayadev, Somy, Sayan, Vishal, Hardeep, Aditya
Voter 9150: Vishal, Jayadev, Sayan, Govind, Somy, Vishesh, Aditya, Hardeep, Sachin, Amrish
Voter 9151: Hardeep, Vishesh, Somy, Amrish, Vishal, Sachin, Aditya, Govind, Sayan, Jayadev
Voter 9152: Sachin, Vishal, Aditya, Somy, Jayadev, Hardeep, Vishesh, Govind, Sayan, Amrish
Voter 9153: Amrish, Vishal, Aditya, Vishesh, Govind, Hardeep, Sachin, Sayan, Somy, Jayadev
Voter 9154: Aditya, Somy, Sachin, Sayan, Govind, Jayadev, Hardeep, Amrish, Vishal, Vishesh
Voter 9155: Jayadev, Vishesh, Sayan, Aditya, Somy, Govind, Amrish, Vishal, Sachin, Hardeep
Voter 9156: Vishesh, Amrish, Jayadev, Govind, Somy, Vishal, Aditya, Sayan, Sachin, Hardeep
Voter 9157: Sachin, Hardeep, Aditya, Vishesh, Vishal, Jayadev, Somy, Govind, Amrish, Sayan
Voter 9158: Vishal, Vishesh, Sayan, Govind, Somy, Hardeep, Amrish, Jayadev, Sachin, Aditya
Voter 9159: Govind, Jayadev, Hardeep, Somy, Vishesh, Sachin, Sayan, Vishal, Amrish, Aditya
Voter 9160: Govind, Sayan, Vishal, Hardeep, Somy, Vishesh, Aditya, Amrish, Sachin, Jayadev
Voter 9161: Somy, Vishal, Amrish, Vishesh, Jayadev, Hardeep, Aditya, Sayan, Sachin, Govind
Voter 9162: Govind, Jayadev, Aditya, Hardeep, Vishal, Sachin, Amrish, Vishesh, Somy, Sayan
Voter 9163: Vishesh, Amrish, Govind, Jayadev, Sayan, Sachin, Somy, Vishal, Hardeep, Aditya
Voter 9164: Aditya, Jayadev, Sayan, Sachin, Govind, Somy, Vishal, Amrish, Hardeep, Vishesh
Voter 9165: Amrish, Hardeep, Sachin, Govind, Vishal, Somy, Aditya, Jayadev, Sayan, Vishesh
Voter 9166: Sachin, Aditya, Sayan, Vishesh, Govind, Hardeep, Vishal, Jayadev, Amrish, Somy
Voter 9167: Sayan, Amrish, Sachin, Hardeep, Aditya, Jayadev, Somy, Govind, Vishal, Vishesh
Voter 9168: Aditya, Jayadev, Vishesh, Vishal, Sayan, Somy, Amrish, Sachin, Hardeep, Govind
Voter 9169: Aditya, Vishal, Govind, Somy, Hardeep, Sayan, Amrish, Jayadev, Sachin, Vishesh
Voter 9170: Vishal, Amrish, Hardeep, Govind, Vishesh, Sayan, Somy, Aditya, Sachin, Jayadev
Voter 9171: Somy, Vishesh, Sachin, Jayadev, Hardeep, Vishal, Aditya, Govind, Amrish, Sayan
Voter 9172: Sayan, Vishesh, Hardeep, Sachin, Aditya, Vishal, Amrish, Somy, Jayadev, Govind
Voter 9173: Hardeep, Amrish, Somy, Vishal, Govind, Sachin, Vishesh, Aditya, Sayan, Jayadev
Voter 9174: Jayadev, Govind, Vishal, Sachin, Sayan, Hardeep, Aditya, Vishesh, Amrish, Somy
Voter 9175: Hardeep, Amrish, Vishesh, Sachin, Sayan, Somy, Vishal, Jayadev, Aditya, Govind
Voter 9176: Sachin, Hardeep, Somy, Vishesh, Amrish, Sayan, Vishal, Jayadev, Aditya, Govind
Voter 9177: Aditya, Hardeep, Jayadev, Vishesh, Sachin, Govind, Amrish, Somy, Sayan, Vishal
Voter 9178: Hardeep, Sayan, Vishal, Aditya, Jayadev, Sachin, Vishesh, Govind, Amrish, Somy
Voter 9179: Govind, Jayadev, Hardeep, Aditya, Amrish, Sayan, Sachin, Vishesh, Vishal, Somy
Voter 9180: Govind, Vishesh, Aditya, Amrish, Hardeep, Somy, Sayan, Sachin, Jayadev, Vishal
Voter 9181: Vishesh, Hardeep, Jayadev, Amrish, Aditya, Vishal, Sayan, Govind, Sachin, Somy
Voter 9182: Somy, Govind, Sayan, Hardeep, Sachin, Vishesh, Amrish, Aditya, Vishal, Jayadev
Voter 9183: Aditya, Somy, Amrish, Vishal, Vishesh, Hardeep, Sachin, Govind, Sayan, Jayadev
Voter 9184: Aditya, Sayan, Somy, Hardeep, Vishesh, Jayadev, Amrish, Govind, Sachin, Vishal
Voter 9185: Hardeep, Sachin, Sayan, Vishesh, Govind, Jayadev, Somy, Amrish, Vishal, Aditya
Voter 9186: Govind, Amrish, Vishal, Hardeep, Jayadev, Sayan, Sachin, Somy, Aditya, Vishesh
Voter 9187: Vishal, Sayan, Aditya, Hardeep, Somy, Vishesh, Sachin, Govind, Jayadev, Amrish
Voter 9188: Aditya, Sachin, Jayadev, Hardeep, Sayan, Govind, Somy, Vishal, Amrish, Vishesh
Voter 9189: Jayadev, Sachin, Amrish, Aditya, Somy, Vishesh, Vishal, Sayan, Hardeep, Govind
Voter 9190: Govind, Amrish, Sayan, Sachin, Vishesh, Vishal, Somy, Hardeep, Jayadev, Aditya
Voter 9191: Somy, Sayan, Vishal, Govind, Jayadev, Vishesh, Aditya, Hardeep, Sachin, Amrish
Voter 9192: Sayan, Hardeep, Govind, Vishal, Sachin, Somy, Aditya, Jayadev, Amrish, Vishesh
Voter 9193: Aditya, Sachin, Somy, Vishal, Govind, Vishesh, Sayan, Amrish, Hardeep, Jayadev
Voter 9194: Hardeep, Aditya, Sachin, Jayadev, Amrish, Vishal, Govind, Somy, Vishesh, Sayan
Voter 9195: Sayan, Hardeep, Somy, Sachin, Vishal, Govind, Amrish, Aditya, Jayadev, Vishesh
Voter 9196: Govind, Jayadev, Aditya, Sachin, Somy, Vishesh, Vishal, Amrish, Sayan, Hardeep
Voter 9197: Somy, Vishesh, Amrish, Govind, Sayan, Hardeep, Jayadev, Vishal, Sachin, Aditya
Voter 9198: Hardeep, Sachin, Vishesh, Jayadev, Sayan, Govind, Vishal, Aditya, Amrish, Somy
Voter 9199: Sayan, Vishal, Govind, Amrish, Jayadev, Hardeep, Sachin, Somy, Aditya, Vishesh
Voter 9200: Hardeep, Govind, Vishal, Sachin, Somy, Jayadev, Sayan, Vishesh, Aditya, Amrish
Voter 9201: Sayan, Somy, Sachin, Vishal, Vishesh, Aditya, Jayadev, Hardeep, Amrish, Govind
Voter 9202: Aditya, Sayan, Jayadev, Vishesh, Hardeep, Somy, Sachin, Govind, Vishal, Amrish
Voter 9203: Amrish, Sayan, Vishesh, Hardeep, Somy, Jayadev, Aditya, Sachin, Govind, Vishal
Voter 9204: Vishal, Sayan, Hardeep, Govind, Jayadev, Aditya, Vishesh, Sachin, Amrish, Somy
Voter 9205: Jayadev, Vishesh, Sayan, Somy, Govind, Amrish, Vishal, Sachin, Hardeep, Aditya
Voter 9206: Amrish, Govind, Jayadev, Vishesh, Somy, Hardeep, Vishal, Aditya, Sachin, Sayan
Voter 9207: Sayan, Hardeep, Amrish, Sachin, Somy, Govind, Jayadev, Vishesh, Aditya, Vishal
Voter 9208: Amrish, Vishesh, Somy, Aditya, Hardeep, Jayadev, Sachin, Govind, Sayan, Vishal
Voter 9209: Sayan, Amrish, Sachin, Somy, Vishal, Aditya, Vishesh, Govind, Jayadev, Hardeep
Voter 9210: Vishal, Vishesh, Hardeep, Govind, Aditya, Amrish, Sachin, Sayan, Somy, Jayadev
Voter 9211: Vishesh, Govind, Amrish, Somy, Aditya, Sayan, Hardeep, Sachin, Vishal, Jayadev
Voter 9212: Vishal, Sayan, Hardeep, Somy, Sachin, Aditya, Amrish, Vishesh, Jayadev, Govind
Voter 9213: Amrish, Sachin, Somy, Hardeep, Govind, Vishesh, Sayan, Jayadev, Vishal, Aditya
Voter 9214: Jayadev, Sayan, Sachin, Vishesh, Govind, Hardeep, Somy, Aditya, Amrish, Vishal
Voter 9215: Sayan, Vishal, Govind, Hardeep, Amrish, Somy, Jayadev, Vishesh, Sachin, Aditya
Voter 9216: Sachin, Vishesh, Sayan, Vishal, Jayadev, Amrish, Somy, Hardeep, Aditya, Govind
Voter 9217: Jayadev, Sachin, Vishal, Vishesh, Hardeep, Aditya, Govind, Amrish, Sayan, Somy
Voter 9218: Amrish, Vishesh, Jayadev, Aditya, Govind, Sachin, Somy, Sayan, Vishal, Hardeep
Voter 9219: Jayadev, Sayan, Amrish, Sachin, Vishal, Aditya, Hardeep, Govind, Somy, Vishesh
Voter 9220: Hardeep, Aditya, Govind, Vishal, Vishesh, Sayan, Somy, Amrish, Sachin, Jayadev
Voter 9221: Hardeep, Vishal, Sayan, Jayadev, Vishesh, Sachin, Somy, Aditya, Amrish, Govind
Voter 9222: Jayadev, Vishesh, Somy, Sachin, Sayan, Aditya, Amrish, Govind, Vishal, Hardeep
Voter 9223: Sachin, Vishesh, Amrish, Aditya, Jayadev, Govind, Hardeep, Vishal, Sayan, Somy
Voter 9224: Sachin, Hardeep, Vishesh, Amrish, Somy, Jayadev, Sayan, Govind, Vishal, Aditya
Voter 9225: Amrish, Vishesh, Aditya, Jayadev, Sayan, Vishal, Govind, Somy, Hardeep, Sachin
Voter 9226: Sayan, Amrish, Govind, Sachin, Vishal, Vishesh, Aditya, Hardeep, Somy, Jayadev
Voter 9227: Vishal, Jayadev, Aditya, Hardeep, Amrish, Sayan, Govind, Sachin, Vishesh, Somy
Voter 9228: Sachin, Vishal, Amrish, Govind, Aditya, Sayan, Somy, Hardeep, Vishesh, Jayadev
Voter 9229: Aditya, Sayan, Vishesh, Govind, Sachin, Hardeep, Jayadev, Amrish, Somy, Vishal
Voter 9230: Hardeep, Jayadev, Amrish, Sachin, Sayan, Somy, Vishal, Govind, Aditya, Vishesh
Voter 9231: Jayadev, Vishal, Sachin, Hardeep, Amrish, Govind, Vishesh, Somy, Aditya, Sayan
Voter 9232: Somy, Govind, Vishesh, Sayan, Vishal, Sachin, Amrish, Hardeep, Aditya, Jayadev
Voter 9233: Vishal, Vishesh, Sayan, Amrish, Somy, Hardeep, Aditya, Sachin, Jayadev, Govind
Voter 9234: Hardeep, Somy, Aditya, Sayan, Vishal, Amrish, Vishesh, Govind, Jayadev, Sachin
Voter 9235: Somy, Sayan, Govind, Aditya, Vishesh, Sachin, Vishal, Hardeep, Jayadev, Amrish
Voter 9236: Amrish, Somy, Jayadev, Sayan, Hardeep, Vishesh, Aditya, Sachin, Govind, Vishal
Voter 9237: Amrish, Vishal, Somy, Hardeep, Sayan, Vishesh, Govind, Sachin, Jayadev, Aditya
Voter 9238: Govind, Somy, Hardeep, Amrish, Sachin, Vishesh, Aditya, Sayan, Vishal, Jayadev
Voter 9239: Jayadev, Aditya, Hardeep, Vishesh, Vishal, Somy, Amrish, Govind, Sayan, Sachin
Voter 9240: Somy, Aditya, Vishesh, Sachin, Govind, Amrish, Sayan, Hardeep, Jayadev, Vishal
Voter 9241: Govind, Hardeep, Vishesh, Somy, Jayadev, Vishal, Sachin, Amrish, Sayan, Aditya
Voter 9242: Govind, Vishal, Aditya, Hardeep, Sachin, Sayan, Amrish, Jayadev, Somy, Vishesh
Voter 9243: Vishal, Aditya, Jayadev, Somy, Sayan, Hardeep, Vishesh, Govind, Amrish, Sachin
Voter 9244: Sachin, Aditya, Amrish, Somy, Vishal, Vishesh, Govind, Sayan, Hardeep, Jayadev
Voter 9245: Amrish, Vishal, Sayan, Vishesh, Govind, Jayadev, Somy, Sachin, Hardeep, Aditya
Voter 9246: Amrish, Hardeep, Govind, Vishal, Sayan, Jayadev, Aditya, Somy, Sachin, Vishesh
Voter 9247: Govind, Sayan, Hardeep, Vishesh, Amrish, Vishal, Jayadev, Aditya, Somy, Sachin
Voter 9248: Aditya, Jayadev, Sachin, Somy, Hardeep, Vishal, Vishesh, Sayan, Amrish, Govind
Voter 9249: Vishal, Vishesh, Amrish, Aditya, Hardeep, Sayan, Govind, Somy, Jayadev, Sachin
Voter 9250: Amrish, Jayadev, Vishal, Govind, Aditya, Somy, Vishesh, Sayan, Sachin, Hardeep
Voter 9251: Aditya, Amrish, Hardeep, Vishesh, Sachin, Somy, Govind, Vishal, Jayadev, Sayan
Voter 9252: Sayan, Govind, Hardeep, Vishesh, Aditya, Vishal, Sachin, Somy, Amrish, Jayadev
Voter 9253: Vishesh, Somy, Vishal, Sachin, Govind, Amrish, Sayan, Aditya, Hardeep, Jayadev
Voter 9254: Govind, Hardeep, Aditya, Somy, Sayan, Amrish, Vishal, Jayadev, Sachin, Vishesh
Voter 9255: Somy, Vishesh, Sachin, Sayan, Vishal, Aditya, Hardeep, Jayadev, Govind, Amrish
Voter 9256: Govind, Vishesh, Aditya, Vishal, Sayan, Jayadev, Somy, Sachin, Hardeep, Amrish
Voter 9257: Govind, Vishesh, Somy, Aditya, Sayan, Jayadev, Hardeep, Amrish, Vishal, Sachin
Voter 9258: Somy, Govind, Hardeep, Vishesh, Sayan, Sachin, Jayadev, Vishal, Amrish, Aditya
Voter 9259: Jayadev, Aditya, Somy, Vishal, Hardeep, Sachin, Amrish, Vishesh, Govind, Sayan
Voter 9260: Sachin, Govind, Sayan, Amrish, Jayadev, Vishesh, Vishal, Aditya, Hardeep, Somy
Voter 9261: Somy, Hardeep, Vishesh, Aditya, Govind, Sayan, Vishal, Jayadev, Sachin, Amrish
Voter 9262: Sayan, Sachin, Jayadev, Hardeep, Govind, Aditya, Vishal, Somy, Amrish, Vishesh
Voter 9263: Somy, Vishesh, Aditya, Sachin, Sayan, Govind, Hardeep, Vishal, Amrish, Jayadev
Voter 9264: Govind, Vishal, Jayadev, Sayan, Sachin, Vishesh, Hardeep, Aditya, Somy, Amrish
Voter 9265: Amrish, Govind, Sayan, Jayadev, Vishesh, Somy, Sachin, Vishal, Aditya, Hardeep
Voter 9266: Sachin, Vishal, Amrish, Jayadev, Vishesh, Hardeep, Sayan, Govind, Somy, Aditya
Voter 9267: Vishal, Vishesh, Aditya, Sayan, Jayadev, Govind, Hardeep, Somy, Sachin, Amrish
Voter 9268: Amrish, Vishal, Vishesh, Aditya, Jayadev, Govind, Sayan, Hardeep, Sachin, Somy
Voter 9269: Aditya, Sayan, Jayadev, Somy, Govind, Amrish, Vishal, Hardeep, Vishesh, Sachin
Voter 9270: Hardeep, Sayan, Sachin, Vishal, Somy, Jayadev, Vishesh, Amrish, Govind, Aditya
Voter 9271: Amrish, Somy, Sayan, Aditya, Sachin, Hardeep, Vishesh, Vishal, Jayadev, Govind
Voter 9272: Sayan, Sachin, Hardeep, Aditya, Somy, Jayadev, Govind, Amrish, Vishal, Vishesh
Voter 9273: Govind, Vishesh, Sachin, Hardeep, Aditya, Amrish, Jayadev, Vishal, Sayan, Somy
Voter 9274: Vishal, Vishesh, Govind, Hardeep, Jayadev, Sayan, Sachin, Amrish, Aditya, Somy
Voter 9275: Govind, Vishesh, Sachin, Vishal, Amrish, Somy, Hardeep, Aditya, Sayan, Jayadev
Voter 9276: Somy, Jayadev, Vishesh, Hardeep, Vishal, Sachin, Sayan, Govind, Aditya, Amrish
Voter 9277: Hardeep, Somy, Aditya, Govind, Sayan, Vishesh, Sachin, Vishal, Amrish, Jayadev
Voter 9278: Hardeep, Amrish, Sayan, Jayadev, Aditya, Vishal, Somy, Sachin, Vishesh, Govind
Voter 9279: Sayan, Somy, Hardeep, Sachin, Vishesh, Vishal, Jayadev, Amrish, Govind, Aditya
Voter 9280: Sachin, Aditya, Vishesh, Hardeep, Govind, Sayan, Vishal, Somy, Jayadev, Amrish
Voter 9281: Vishesh, Jayadev, Aditya, Sachin, Govind, Somy, Sayan, Amrish, Vishal, Hardeep
Voter 9282: Somy, Aditya, Vishal, Govind, Sayan, Jayadev, Vishesh, Sachin, Hardeep, Amrish
Voter 9283: Vishesh, Vishal, Sayan, Somy, Sachin, Govind, Amrish, Hardeep, Aditya, Jayadev
Voter 9284: Amrish, Somy, Govind, Vishesh, Sachin, Aditya, Sayan, Hardeep, Jayadev, Vishal
Voter 9285: Sachin, Hardeep, Vishal, Jayadev, Somy, Aditya, Sayan, Amrish, Govind, Vishesh
Voter 9286: Vishal, Aditya, Govind, Vishesh, Jayadev, Hardeep, Amrish, Sachin, Somy, Sayan
Voter 9287: Govind, Aditya, Amrish, Hardeep, Sayan, Vishal, Sachin, Somy, Vishesh, Jayadev
Voter 9288: Vishesh, Jayadev, Hardeep, Aditya, Somy, Sachin, Sayan, Govind, Vishal, Amrish
Voter 9289: Sachin, Sayan, Aditya, Vishesh, Amrish, Jayadev, Somy, Vishal, Govind, Hardeep
Voter 9290: Somy, Sayan, Govind, Amrish, Vishal, Sachin, Hardeep, Aditya, Jayadev, Vishesh
Voter 9291: Somy, Vishesh, Vishal, Sayan, Amrish, Aditya, Govind, Hardeep, Jayadev, Sachin
Voter 9292: Sachin, Aditya, Govind, Vishal, Vishesh, Amrish, Somy, Sayan, Jayadev, Hardeep
Voter 9293: Vishal, Hardeep, Aditya, Govind, Jayadev, Sayan, Sachin, Somy, Vishesh, Amrish
Voter 9294: Hardeep, Sayan, Govind, Sachin, Vishesh, Aditya, Amrish, Somy, Vishal, Jayadev
Voter 9295: Vishesh, Hardeep, Sachin, Jayadev, Vishal, Somy, Sayan, Amrish, Govind, Aditya
Voter 9296: Sayan, Vishal, Jayadev, Hardeep, Somy, Sachin, Aditya, Govind, Amrish, Vishesh
Voter 9297: Vishal, Vishesh, Sayan, Amrish, Govind, Aditya, Hardeep, Jayadev, Sachin, Somy
Voter 9298: Vishal, Jayadev, Sayan, Somy, Amrish, Sachin, Aditya, Vishesh, Govind, Hardeep
Voter 9299: Vishal, Sachin, Vishesh, Aditya, Sayan, Amrish, Hardeep, Govind, Jayadev, Somy
Voter 9300: Sayan, Sachin, Aditya, Hardeep, Somy, Vishesh, Govind, Vishal, Jayadev, Amrish
Voter 9301: Hardeep, Govind, Vishesh, Somy, Vishal, Aditya, Sayan, Sachin, Jayadev, Amrish
Voter 9302: Sayan, Amrish, Hardeep, Sachin, Vishesh, Somy, Govind, Jayadev, Vishal, Aditya
Voter 9303: Sachin, Govind, Hardeep, Sayan, Aditya, Vishesh, Vishal, Jayadev, Amrish, Somy
Voter 9304: Vishal, Amrish, Vishesh, Hardeep, Sachin, Sayan, Jayadev, Govind, Aditya, Somy
Voter 9305: Sachin, Vishesh, Sayan, Vishal, Govind, Somy, Hardeep, Jayadev, Amrish, Aditya
Voter 9306: Sayan, Sachin, Amrish, Somy, Vishal, Aditya, Jayadev, Govind, Vishesh, Hardeep
Voter 9307: Hardeep, Govind, Somy, Amrish, Aditya, Jayadev, Vishal, Sayan, Vishesh, Sachin
Voter 9308: Sachin, Vishal, Aditya, Vishesh, Somy, Jayadev, Amrish, Govind, Hardeep, Sayan
Voter 9309: Somy, Amrish, Sachin, Hardeep, Aditya, Vishesh, Sayan, Vishal, Jayadev, Govind
Voter 9310: Jayadev, Sayan, Somy, Sachin, Govind, Aditya, Vishal, Hardeep, Vishesh, Amrish
Voter 9311: Sayan, Sachin, Vishal, Amrish, Aditya, Vishesh, Somy, Jayadev, Govind, Hardeep
Voter 9312: Amrish, Somy, Aditya, Jayadev, Hardeep, Vishal, Sayan, Vishesh, Sachin, Govind
Voter 9313: Vishesh, Sachin, Jayadev, Hardeep, Somy, Amrish, Sayan, Vishal, Govind, Aditya
Voter 9314: Vishal, Hardeep, Govind, Amrish, Aditya, Sachin, Sayan, Vishesh, Jayadev, Somy
Voter 9315: Vishesh, Jayadev, Vishal, Sayan, Sachin, Govind, Hardeep, Amrish, Somy, Aditya
Voter 9316: Somy, Vishesh, Jayadev, Amrish, Vishal, Aditya, Sachin, Hardeep, Govind, Sayan
Voter 9317: Govind, Vishesh, Sayan, Somy, Sachin, Jayadev, Amrish, Hardeep, Vishal, Aditya
Voter 9318: Aditya, Jayadev, Hardeep, Vishesh, Amrish, Sachin, Govind, Somy, Sayan, Vishal
Voter 9319: Sayan, Vishal, Sachin, Govind, Aditya, Vishesh, Amrish, Jayadev, Somy, Hardeep
Voter 9320: Jayadev, Govind, Somy, Vishesh, Aditya, Sachin, Sayan, Vishal, Amrish, Hardeep
Voter 9321: Sachin, Govind, Amrish, Vishal, Aditya, Sayan, Vishesh, Hardeep, Somy, Jayadev
Voter 9322: Sayan, Amrish, Sachin, Hardeep, Govind, Jayadev, Somy, Vishesh, Vishal, Aditya
Voter 9323: Somy, Vishesh, Vishal, Sachin, Govind, Sayan, Jayadev, Aditya, Amrish, Hardeep
Voter 9324: Hardeep, Vishesh, Sayan, Sachin, Vishal, Amrish, Jayadev, Aditya, Govind, Somy
Voter 9325: Jayadev, Amrish, Govind, Sayan, Aditya, Sachin, Hardeep, Vishesh, Vishal, Somy
Voter 9326: Vishesh, Hardeep, Amrish, Vishal, Jayadev, Sayan, Aditya, Sachin, Govind, Somy
Voter 9327: Sayan, Vishesh, Somy, Vishal, Hardeep, Sachin, Aditya, Jayadev, Amrish, Govind
Voter 9328: Sayan, Amrish, Vishesh, Hardeep, Sachin, Jayadev, Vishal, Govind, Somy, Aditya
Voter 9329: Amrish, Jayadev, Sayan, Somy, Vishal, Vishesh, Govind, Sachin, Aditya, Hardeep
Voter 9330: Sayan, Hardeep, Aditya, Vishal, Amrish, Jayadev, Somy, Vishesh, Govind, Sachin
Voter 9331: Sayan, Govind, Aditya, Sachin, Vishal, Vishesh, Hardeep, Somy, Jayadev, Amrish
Voter 9332: Govind, Vishesh, Hardeep, Sayan, Sachin, Amrish, Aditya, Somy, Jayadev, Vishal
Voter 9333: Vishesh, Govind, Somy, Aditya, Jayadev, Vishal, Hardeep, Sachin, Sayan, Amrish
Voter 9334: Vishesh, Sachin, Vishal, Amrish, Govind, Somy, Hardeep, Aditya, Jayadev, Sayan
Voter 9335: Aditya, Amrish, Govind, Sachin, Jayadev, Vishal, Hardeep, Vishesh, Somy, Sayan
Voter 9336: Jayadev, Sayan, Aditya, Govind, Vishal, Vishesh, Hardeep, Somy, Amrish, Sachin
Voter 9337: Somy, Aditya, Vishesh, Sachin, Jayadev, Amrish, Sayan, Govind, Vishal, Hardeep
Voter 9338: Hardeep, Vishesh, Amrish, Somy, Aditya, Vishal, Jayadev, Sayan, Govind, Sachin
Voter 9339: Vishesh, Aditya, Somy, Amrish, Sayan, Govind, Vishal, Sachin, Hardeep, Jayadev
Voter 9340: Jayadev, Vishesh, Somy, Govind, Sachin, Amrish, Sayan, Vishal, Aditya, Hardeep
Voter 9341: Aditya, Sayan, Vishal, Sachin, Govind, Amrish, Vishesh, Hardeep, Somy, Jayadev
Voter 9342: Aditya, Jayadev, Somy, Hardeep, Govind, Sayan, Vishesh, Vishal, Sachin, Amrish
Voter 9343: Sayan, Vishesh, Hardeep, Jayadev, Aditya, Govind, Vishal, Somy, Amrish, Sachin
Voter 9344: Sachin, Sayan, Hardeep, Aditya, Amrish, Jayadev, Vishal, Somy, Vishesh, Govind
Voter 9345: Vishal, Sayan, Vishesh, Amrish, Jayadev, Govind, Somy, Sachin, Aditya, Hardeep
Voter 9346: Govind, Sayan, Vishal, Aditya, Hardeep, Amrish, Vishesh, Sachin, Somy, Jayadev
Voter 9347: Vishal, Amrish, Jayadev, Sayan, Govind, Sachin, Aditya, Hardeep, Somy, Vishesh
Voter 9348: Aditya, Hardeep, Amrish, Sayan, Govind, Sachin, Jayadev, Vishesh, Vishal, Somy
Voter 9349: Govind, Sayan, Somy, Vishesh, Vishal, Aditya, Hardeep, Amrish, Jayadev, Sachin
Voter 9350: Sayan, Somy, Hardeep, Sachin, Aditya, Govind, Amrish, Vishal, Vishesh, Jayadev
Voter 9351: Sayan, Vishesh, Govind, Jayadev, Amrish, Aditya, Vishal, Sachin, Somy, Hardeep
Voter 9352: Hardeep, Govind, Sachin, Vishesh, Vishal, Amrish, Aditya, Jayadev, Somy, Sayan
Voter 9353: Govind, Amrish, Jayadev, Aditya, Vishesh, Sachin, Somy, Vishal, Hardeep, Sayan
Voter 9354: Govind, Amrish, Somy, Hardeep, Sayan, Aditya, Sachin, Vishesh, Vishal, Jayadev
Voter 9355: Somy, Jayadev, Aditya, Amrish, Govind, Hardeep, Sayan, Vishesh, Vishal, Sachin
Voter 9356: Amrish, Sayan, Aditya, Sachin, Somy, Jayadev, Vishesh, Govind, Vishal, Hardeep
Voter 9357: Amrish, Vishal, Aditya, Jayadev, Somy, Sayan, Govind, Sachin, Vishesh, Hardeep
Voter 9358: Amrish, Jayadev, Govind, Aditya, Vishal, Hardeep, Sachin, Vishesh, Sayan, Somy
Voter 9359: Vishesh, Aditya, Jayadev, Amrish, Hardeep, Sayan, Vishal, Somy, Sachin, Govind
Voter 9360: Amrish, Aditya, Vishal, Hardeep, Sachin, Somy, Jayadev, Sayan, Vishesh, Govind
